id,neighbourhood group,neighbourhood,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,reviews per month,review rate number,availability 365
18230887,2,Upper West Side,0,0,2008,421400,84000,30.0,3,0.21,3.0,0.15
18234201,1,Williamsburg,1,2,2012,319200,64400,2.0,28,1.91,3.0,0.06
18235858,2,Lower East Side,0,0,2013,1253000,250600,3.0,20,1.36,5.0,0.02
18236962,1,Greenpoint,2,0,2016,364000,72800,2.0,49,3.52,4.0,0.36
18237514,1,Bedford-Stuyvesant,0,2,2020,436800,86800,2.0,1,0.1,4.0,0.06
18240276,1,Williamsburg,0,0,2022,415800,82600,2.0,51,3.55,2.0,0.65
18243037,2,Harlem,1,2,2019,595000,119000,2.0,26,1.73,4.0,0.57
18245247,2,Washington Heights,0,2,2018,1290800,257600,30.0,3,0.26,2.0,0.15
18245799,3,Ridgewood,0,2,2004,754600,151200,2.0,43,3.15,4.0,0.59
18250217,2,West Village,0,0,2019,1078000,215600,2.0,8,0.81,5.0,0.45
18250770,1,Bedford-Stuyvesant,0,0,2021,956200,191800,30.0,42,2.91,2.0,0.62
18253531,1,East Flatbush,0,2,2005,1314600,263200,45.0,5,0.38,4.0,0.58
18254636,1,East Flatbush,2,2,2010,841400,168000,3.0,39,2.64,3.0,0.28
18255188,2,Washington Heights,1,2,2012,779800,155400,2.0,71,4.89,3.0,0.63
18264025,3,Arverne,2,2,2015,579600,116200,1.0,0,0.3333333333333333,4.0,0.0
18265129,3,Arverne,0,2,2007,946400,189000,1.0,2,0.15,3.0,0.01
18265682,1,Canarsie,0,2,2012,207200,42000,1.0,61,4.19,5.0,0.13
18266234,2,Hell's Kitchen,2,0,2021,760200,152600,2.0,41,2.79,5.0,0.54
18267891,3,Astoria,0,0,2016,373800,74200,1.0,6,0.41,2.0,0.68
18268443,2,Financial District,1,0,2022,163800,32200,30.0,1,0.16,3.0,0.36
18269548,1,Bedford-Stuyvesant,2,0,2014,1134000,226800,30.0,6,0.43,3.0,0.48
18272862,3,Rego Park,2,0,2021,1118600,224000,3.0,16,1.17,5.0,0.63
18275623,3,Woodside,2,0,2010,592200,119000,4.0,27,2.0,5.0,0.12
18277280,0,Concourse Village,2,2,2013,562800,112000,3.0,3,0.4,5.0,0.51
18278937,2,Midtown,2,2,2012,1101800,219800,2.0,60,4.0,4.0,0.59
18288326,2,Lower East Side,0,2,2018,890400,177800,3.0,48,3.19,3.0,0.5
18289983,2,Upper West Side,2,0,2019,194600,39200,7.0,13,0.98,2.0,0.64
18290535,3,Richmond Hill,1,0,2005,791000,158200,1.0,24,3.29,5.0,0.56
18293849,2,Upper West Side,2,2,2016,403200,81200,30.0,6,0.48,2.0,0.42
18294401,2,Upper West Side,1,2,2013,1114400,222600,30.0,1,0.07,5.0,0.41
18294954,2,Upper West Side,0,2,2014,1034600,207200,30.0,3,0.24,4.0,0.13
18295506,2,Upper West Side,0,2,2006,288400,57400,30.0,1,1.0,3.0,0.42
18296611,0,Wakefield,0,0,2014,1044400,208600,5.0,8,0.61,3.0,0.12
18298267,2,East Harlem,1,2,2003,589400,117600,3.0,12,0.87,5.0,0.09
18301581,3,Long Island City,2,0,2011,821800,163800,3.0,36,2.43,4.0,0.16
18302134,1,Crown Heights,1,2,2019,621600,124600,6.0,6,0.65,5.0,0.38
18305447,3,Richmond Hill,1,0,2017,1138200,228200,1.0,28,1.88,5.0,0.05
18308209,1,Sheepshead Bay,2,2,2005,557200,112000,2.0,11,0.77,2.0,0.57
18310418,1,Crown Heights,1,0,2009,1316000,263200,4.0,8,0.56,4.0,0.03
18312075,3,Rockaway Beach,1,0,2016,872200,175000,2.0,34,2.37,2.0,0.44
18318150,1,Bushwick,0,2,2020,646800,128800,1.0,0,0.4166666666666667,5.0,0.07
18319255,2,Washington Heights,0,0,2022,924000,184800,2.0,29,1.96,5.0,0.65
18320359,2,Upper East Side,0,0,2008,400400,79800,2.0,4,0.28,2.0,0.03
18321464,2,East Harlem,1,0,2019,467600,93800,1.0,73,5.03,5.0,0.6
18322016,1,Bedford-Stuyvesant,0,0,2013,1139600,228200,3.0,65,4.62,3.0,0.4
18322569,2,Harlem,0,0,2004,1358000,271600,3.0,38,3.21,3.0,0.17
18324226,2,Lower East Side,1,0,2016,849800,169400,30.0,3,0.24,4.0,0.15
18328644,2,Harlem,1,0,2017,134400,26600,2.0,29,1.97,2.0,0.45
18329749,2,Midtown,0,0,2012,539000,107800,3.0,22,1.62,4.0,0.24
18331958,1,Williamsburg,2,2,2019,490000,98000,3.0,59,3.93,3.0,0.23
18335824,1,South Slope,0,0,2013,1380400,275800,1.0,90,5.97,5.0,0.42
18339690,2,Upper West Side,2,0,2015,740600,148400,12.0,1,0.16,4.0,0.21
18341347,1,Williamsburg,1,2,2011,1232000,246400,2.0,68,4.54,2.0,0.08
18343556,2,Midtown,1,2,2010,968800,193200,1.0,12,5.0,2.0,0.57
18344661,3,Ridgewood,2,2,2015,127400,25200,2.0,4,0.4,3.0,0.2
18345765,1,Sheepshead Bay,0,2,2009,1142400,228200,2.0,4,0.29,2.0,0.02
18346318,2,East Village,1,0,2016,1244600,249200,2.0,1,1.0,2.0,0.52
18348527,4,Port Richmond,1,2,2013,1180200,236600,2.0,13,0.96,3.0,0.22
18350736,2,Upper East Side,2,0,2004,890400,177800,30.0,1,0.07,3.0,0.0
18351841,2,Upper West Side,2,2,2003,1160600,232400,6.0,11,0.76,4.0,0.4
18354050,1,Sheepshead Bay,0,2,2021,690200,138600,2.0,52,3.57,5.0,0.07
18355707,3,Woodhaven,2,2,2010,338800,67200,3.0,31,2.16,5.0,0.05
18356811,1,Williamsburg,0,2,2014,819000,163800,2.0,23,2.0,4.0,0.72
18359573,1,Cypress Hills,1,2,2018,109200,22400,28.0,6,0.43,4.0,0.02
18360125,1,East Flatbush,1,2,2005,162400,32200,30.0,3,0.23,5.0,0.21
18361782,2,East Village,0,0,2022,529200,106400,30.0,1,0.12,2.0,0.02
18363439,1,Greenpoint,2,0,2005,855400,170800,30.0,2,0.13,4.0,0.03
18366753,1,Williamsburg,0,0,2007,1369200,274400,3.0,25,1.8,5.0,0.57
18367305,3,Flushing,2,2,2003,127400,25200,1.0,68,4.55,3.0,0.18
18368410,1,Bushwick,1,2,2021,362600,72800,1.0,8,3.08,5.0,0.71
18368962,1,Cypress Hills,2,0,2017,1117200,224000,3.0,48,3.36,4.0,0.19
18370066,2,Upper East Side,2,0,2012,861000,172200,3.0,26,1.91,3.0,0.07
18374485,2,Financial District,0,2,2004,901600,180600,3.0,15,1.01,5.0,0.07
18375037,2,Chinatown,0,2,2007,1331400,266000,1.0,14,0.96,4.0,0.36
18375589,4,Arrochar,1,2,2003,518000,103600,4.0,6,0.41,2.0,0.22
18376694,3,Woodhaven,1,2,2013,782600,156800,3.0,28,1.95,5.0,0.02
18377246,2,East Harlem,1,2,2021,567000,113400,2.0,31,2.1,2.0,0.27
18378903,2,Hell's Kitchen,2,2,2015,1073800,214200,1.0,95,6.42,5.0,0.23
18380008,2,Harlem,1,0,2005,855400,170800,7.0,1,0.11,4.0,0.31
18380560,1,Bensonhurst,1,0,2013,96600,19600,30.0,5,0.36,3.0,0.12
18381112,2,Upper West Side,0,0,2005,1304800,260400,30.0,0,0.25,3.0,0.21
18384979,2,Midtown,1,0,2009,158200,32200,30.0,1,0.08,5.0,0.09
18385531,2,Kips Bay,1,0,2019,1187200,238000,30.0,4,0.32,2.0,0.05
18386083,2,Murray Hill,1,0,2021,347200,70000,30.0,3,0.5,3.0,0.06
18386635,2,Upper East Side,1,0,2003,429800,85400,30.0,0,0.25,3.0,0.56
18388845,2,Washington Heights,2,0,2013,613200,123200,30.0,0,0.25,3.0,0.07
18389949,0,Westchester Square,2,2,2007,597800,119000,2.0,11,1.11,2.0,0.57
18392158,1,Bedford-Stuyvesant,1,0,2016,714000,142800,2.0,73,4.95,2.0,0.4
18394920,2,Hell's Kitchen,1,0,2016,778400,155400,2.0,49,3.7,2.0,0.22
18398234,2,Harlem,2,0,2021,730800,145600,2.0,82,5.68,3.0,0.27
18398786,1,Greenpoint,2,0,2014,588000,117600,1.0,52,3.83,5.0,0.56
18399891,3,Woodhaven,1,2,2006,1127000,225400,3.0,24,1.64,4.0,0.06
18402652,2,Tribeca,2,0,2018,701400,140000,30.0,0,0.25,3.0,0.13
18404861,2,Financial District,0,0,2020,144200,29400,29.0,4,0.42,5.0,0.07
18405966,2,Financial District,0,0,2014,1307600,261800,29.0,3,0.26,3.0,0.1
18407071,2,East Village,2,0,2021,1201200,240800,1.0,25,1.74,2.0,0.01
18409280,2,Financial District,2,0,2015,708400,141400,29.0,0,0.16666666666666666,2.0,0.09
18411489,1,Brighton Beach,0,0,2004,396200,79800,2.0,8,0.58,5.0,0.32
18412041,2,Murray Hill,2,0,2004,1320200,264600,4.0,7,0.52,2.0,0.55
18413146,2,Financial District,1,0,2006,1352400,270200,29.0,1,0.45,4.0,0.21
18413698,2,Chelsea,2,0,2009,117600,23800,29.0,0,0.3333333333333333,4.0,0.05
18414803,1,Crown Heights,2,2,2011,1341200,268800,3.0,45,3.33,4.0,0.63
18423640,2,Harlem,0,3,2012,330400,65800,30.0,0,0.4166666666666667,5.0,0.06
18424744,1,Flatbush,1,0,2006,883400,176400,3.0,2,0.16,4.0,0.62
18426401,2,Lower East Side,1,2,2016,425600,85400,15.0,0,0.3333333333333333,4.0,0.49
18426953,2,Lower East Side,0,3,2017,112000,22400,14.0,5,0.76,3.0,0.07
18427506,2,Harlem,0,0,2019,431200,86800,7.0,6,0.43,3.0,0.45
18429163,4,Arrochar,0,2,2021,162400,32200,4.0,11,0.77,3.0,0.07
18430819,3,East Elmhurst,2,2,2010,925400,184800,1.0,4,0.41,3.0,0.01
18433581,2,Washington Heights,1,2,2014,303800,60200,3.0,13,0.91,3.0,0.62
18440761,2,Kips Bay,0,0,2021,180600,36400,30.0,0,0.3333333333333333,4.0,0.11
18442418,1,Bushwick,2,0,2007,1219400,243600,3.0,50,3.44,3.0,0.33
18442970,3,St. Albans,1,2,2009,1020600,204400,3.0,58,4.69,3.0,0.02
18444075,0,Edenwald,1,2,2021,516600,103600,3.0,19,1.55,3.0,0.55
18445179,2,Harlem,1,2,2004,813400,162400,2.0,49,3.37,3.0,0.51
18445732,2,Lower East Side,1,0,2019,536200,107800,4.0,32,2.36,3.0,0.41
18446836,1,Greenpoint,2,0,2018,316400,63000,3.0,2,0.22,4.0,0.52
18448493,1,Midwood,2,0,2022,170800,33600,2.0,26,1.88,2.0,0.25
18449598,1,Williamsburg,0,2,2012,263200,53200,4.0,4,0.29,5.0,0.65
18450702,1,Fort Hamilton,2,0,2005,1355200,271600,5.0,31,2.16,5.0,0.59
18451255,2,East Village,1,0,2013,716800,142800,1.0,44,3.0,2.0,0.18
18451807,2,Harlem,2,2,2019,305200,61600,2.0,40,2.75,3.0,0.52
18453464,2,Chinatown,0,0,2017,1206800,240800,1.0,2,0.2,2.0,0.48
18454016,3,Ridgewood,1,0,2004,602000,120400,2.0,38,2.73,3.0,0.01
18454568,2,Upper West Side,2,0,2019,795200,159600,6.0,21,1.83,3.0,0.68
18456225,4,Great Kills,1,0,2018,851200,170800,30.0,3,0.22,5.0,0.65
18456778,1,Bedford-Stuyvesant,1,0,2017,529200,106400,2.0,49,3.52,3.0,0.08
18457882,1,Crown Heights,2,2,2009,957600,191800,2.0,52,3.63,5.0,0.39
18462301,2,SoHo,0,0,2006,603400,120400,1.0,0,0.16666666666666666,2.0,0.57
18463957,3,Rockaway Beach,1,0,2011,562800,112000,2.0,29,2.13,2.0,0.62
18465062,4,Tompkinsville,0,0,2021,226800,44800,1.0,36,2.51,2.0,0.53
18465614,2,Kips Bay,2,0,2008,137200,28000,30.0,0,0.3333333333333333,4.0,0.01
18467271,2,East Village,0,2,2006,1234800,246400,14.0,7,0.58,3.0,0.65
18468928,2,Lower East Side,0,0,2003,980000,196000,2.0,0,0.16666666666666666,2.0,0.07
18469480,3,Ridgewood,2,2,2007,1388800,277200,2.0,47,3.29,2.0,0.56
18471690,3,Ditmars Steinway,1,2,2017,765800,152600,2.0,22,1.54,3.0,0.01
18472794,1,Crown Heights,0,2,2004,917000,183400,2.0,23,1.58,2.0,0.53
18473347,2,Kips Bay,2,2,2004,669200,134400,30.0,3,0.29,4.0,0.05
18473899,2,Washington Heights,1,2,2011,1260000,252000,30.0,2,0.21,5.0,0.23
18476108,1,Bushwick,0,0,2009,739200,148400,3.0,46,3.22,2.0,0.26
18478317,4,Randall Manor,1,2,2016,674800,134400,10.0,2,0.14,5.0,0.48
18478870,2,East Village,2,2,2020,623000,124600,1.0,67,4.59,4.0,0.34
18481079,1,Williamsburg,2,0,2008,571200,114800,1.0,52,3.59,3.0,0.28
18482736,2,Hell's Kitchen,1,2,2007,614600,123200,1.0,18,1.27,4.0,0.32
18483840,2,Midtown,2,0,2017,1204000,240800,30.0,7,0.51,3.0,0.48
18484945,2,Upper West Side,1,2,2012,408800,81200,2.0,17,1.44,5.0,0.65
18486049,2,Upper West Side,1,0,2013,1155000,231000,30.0,0,0.16666666666666666,2.0,0.22
18486602,0,Clason Point,1,3,2021,504000,100800,1.0,26,1.82,4.0,0.61
18487154,1,Canarsie,2,0,2015,768600,154000,1.0,28,2.01,4.0,0.53
18488259,2,Financial District,2,0,2009,1170400,233800,30.0,0,0.4166666666666667,5.0,0.21
18489363,1,Williamsburg,1,0,2012,1059800,211400,6.0,3,0.35,2.0,0.05
18490468,0,Norwood,2,0,2010,781200,156800,3.0,20,1.4,3.0,0.23
18491020,2,Greenwich Village,2,0,2011,548800,109200,4.0,6,0.44,5.0,0.0
18492677,2,East Village,2,0,2006,915600,183400,2.0,41,2.83,4.0,0.65
18494334,3,Woodside,2,2,2013,473200,95200,1.0,25,1.75,3.0,0.09
18495991,1,Crown Heights,1,0,2019,973000,194600,3.0,36,2.65,4.0,0.09
18496543,0,Wakefield,1,0,2012,1012200,203000,2.0,38,2.66,2.0,0.71
18502066,3,Astoria,1,2,2010,264600,53200,1.0,48,3.47,2.0,0.04
18503171,1,Bushwick,1,0,2022,525000,105000,2.0,41,2.87,5.0,0.54
18506485,2,Lower East Side,2,0,2018,816200,163800,2.0,50,4.05,4.0,0.11
18507589,1,Bushwick,2,2,2019,1013600,203000,1.0,8,0.55,2.0,0.19
18510903,2,Harlem,2,2,2003,1044400,208600,1.0,39,2.71,4.0,0.52
18511455,2,Hell's Kitchen,2,0,2016,211400,42000,30.0,3,0.26,2.0,0.06
18514217,1,Crown Heights,0,2,2015,1339800,267400,13.0,2,0.15,3.0,0.03
18516978,2,Upper East Side,1,2,2005,817600,163800,2.0,35,2.58,2.0,0.51
18517531,2,Harlem,0,2,2004,1309000,261800,5.0,4,0.35,4.0,0.11
18518083,2,Washington Heights,1,0,2005,716800,142800,1.0,24,1.68,4.0,0.04
18520292,2,Upper West Side,2,0,2006,333200,67200,2.0,66,4.59,3.0,0.55
18521397,1,Crown Heights,1,2,2015,1054200,211400,2.0,1,0.07,3.0,0.57
18524710,1,Bedford-Stuyvesant,2,0,2017,226800,44800,30.0,1,0.07,3.0,0.7
18526920,3,Ridgewood,2,2,2014,1311800,261800,1.0,16,1.46,4.0,0.4
18532995,2,Upper East Side,0,0,2017,1078000,215600,7.0,29,2.06,5.0,0.53
18539070,2,Harlem,2,0,2011,1387400,277200,4.0,17,1.42,5.0,0.33
18540175,2,Harlem,2,2,2019,635600,127400,4.0,3,0.21,4.0,0.51
18542384,1,Bushwick,2,0,2007,358400,71400,2.0,31,2.34,4.0,0.03
18550116,3,Forest Hills,2,2,2004,1033200,207200,1.0,72,5.19,4.0,0.38
18551221,2,East Village,0,2,2015,1195600,239400,1.0,1,0.07,5.0,0.01
18556744,2,Kips Bay,2,0,2011,75600,15400,2.0,43,3.1,3.0,0.22
18561162,2,Upper East Side,2,0,2019,133000,26600,27.0,2,0.19,2.0,0.58
18562819,1,Williamsburg,1,0,2016,841400,168000,10.0,5,0.47,5.0,0.59
18565581,1,Brighton Beach,1,0,2014,673400,134400,5.0,8,0.56,5.0,0.51
18566133,2,Washington Heights,1,0,2016,497000,99400,1.0,81,5.73,5.0,0.53
18570551,2,East Village,0,0,2017,450800,89600,2.0,50,3.69,2.0,0.24
18573865,3,Rockaway Beach,1,2,2003,1129800,225400,1.0,30,2.2,2.0,0.06
18574970,2,Chelsea,2,0,2022,595000,119000,29.0,0,0.16666666666666666,2.0,0.08
18576627,3,Sunnyside,0,0,2017,564200,113400,2.0,6,0.43,2.0,0.61
18577179,2,Financial District,1,0,2018,744800,148400,29.0,1,0.57,2.0,0.09
18579388,3,South Ozone Park,1,2,2006,571200,114800,3.0,2,0.23,4.0,0.51
18580493,3,Astoria,0,0,2005,116200,23800,2.0,47,3.46,4.0,0.16
18582150,1,Bedford-Stuyvesant,0,0,2007,1351000,270200,30.0,2,0.25,2.0,0.3
18588777,2,Greenwich Village,1,0,2016,317800,63000,3.0,14,1.03,3.0,0.19
18592643,2,Upper West Side,1,0,2004,280000,56000,1.0,6,0.43,2.0,0.51
18597062,1,Bedford-Stuyvesant,1,0,2017,1065400,212800,1.0,29,2.37,5.0,0.56
18602032,2,Chelsea,1,2,2019,568400,113400,1.0,46,3.22,5.0,0.7
18602585,1,Flatbush,0,0,2021,1254400,250600,5.0,8,0.66,2.0,0.29
18604794,4,Arrochar,2,2,2013,651000,130200,4.0,17,1.2,5.0,0.13
18606451,2,Little Italy,1,2,2008,700000,140000,2.0,34,2.65,3.0,0.56
18609765,2,Harlem,1,2,2008,655200,131600,2.0,15,1.07,5.0,0.62
18610869,2,Upper West Side,0,2,2012,1128400,225400,4.0,2,0.19,2.0,0.46
18613631,0,Highbridge,0,0,2019,270200,54600,2.0,40,2.84,5.0,0.32
18614735,2,Washington Heights,0,2,2013,1223600,245000,3.0,0,0.16666666666666666,2.0,0.01
18623572,3,Jamaica,0,0,2005,827400,165200,1.0,0,0.4166666666666667,5.0,0.52
18624124,3,Ridgewood,0,2,2013,841400,168000,1.0,20,1.44,2.0,0.71
18627438,1,Bedford-Stuyvesant,0,0,2019,994000,198800,3.0,49,3.63,5.0,0.72
18628543,3,Flushing,0,0,2004,926800,184800,30.0,1,1.0,2.0,0.2
18629095,1,Williamsburg,1,0,2010,604800,120400,2.0,9,0.66,2.0,0.67
18629647,1,Bedford-Stuyvesant,0,2,2004,1034600,207200,1.0,21,1.48,4.0,0.29
18630752,1,Bushwick,0,2,2018,693000,138600,2.0,20,1.57,4.0,0.23
18631304,2,SoHo,2,0,2018,928200,186200,1.0,6,0.66,5.0,0.53
18631857,3,Astoria,0,2,2007,1367800,273000,5.0,0,0.16666666666666666,2.0,0.01
18634066,1,Greenpoint,1,0,2013,110600,22400,2.0,34,3.34,4.0,0.65
18637380,1,Crown Heights,1,0,2017,803600,161000,4.0,7,0.56,2.0,0.06
18640141,3,Jamaica,0,2,2015,921200,184800,2.0,0,0.4166666666666667,5.0,0.51
18641246,3,Jamaica,2,2,2017,823200,165200,1.0,1,0.07,5.0,0.52
18647321,1,Williamsburg,0,2,2008,1181600,236600,2.0,0,0.3333333333333333,4.0,0.56
18647873,3,Flushing,0,2,2010,1141000,228200,3.0,24,1.73,4.0,0.58
18650083,2,Tribeca,2,0,2018,247800,49000,5.0,13,0.98,2.0,0.05
18650635,1,Bushwick,1,0,2014,184800,36400,2.0,39,3.09,2.0,0.43
18651739,1,Navy Yard,1,2,2003,459200,92400,2.0,37,2.64,5.0,0.57
18652292,2,Financial District,2,0,2005,614600,123200,1.0,54,3.95,4.0,0.68
18657262,3,Ridgewood,2,2,2012,845600,169400,1.0,4,0.28,4.0,0.26
18658919,2,Harlem,2,0,2022,1062600,212800,2.0,3,0.24,2.0,0.52
18661681,1,Canarsie,0,0,2020,792400,158200,1.0,1,0.08,5.0,0.51
18664442,3,Jamaica,2,2,2020,827400,165200,1.0,4,4.0,4.0,0.08
18667756,4,Grant City,1,0,2015,457800,91000,3.0,11,1.05,5.0,0.09
18668308,2,Upper East Side,2,0,2010,569800,113400,3.0,22,1.58,2.0,0.1
18668861,3,Sunnyside,1,2,2006,1058400,211400,3.0,3,0.29,4.0,0.69
18669965,3,Astoria,1,0,2017,876400,175000,1.0,8,0.62,4.0,0.19
18674936,3,Ditmars Steinway,2,2,2020,1283800,256200,1.0,36,3.11,4.0,0.51
18675488,2,Upper West Side,2,0,2008,726600,145600,30.0,0,0.16666666666666666,2.0,0.0
18678250,3,Woodhaven,0,2,2006,273000,54600,3.0,5,0.36,5.0,0.23
18678802,3,St. Albans,1,2,2010,226800,44800,2.0,8,0.76,4.0,0.67
18680459,1,Crown Heights,2,0,2022,1086400,217000,3.0,27,2.09,2.0,0.21
18681011,0,Highbridge,1,2,2015,1195600,239400,3.0,23,1.64,3.0,0.48
18682668,2,Hell's Kitchen,1,0,2004,711200,142800,2.0,60,4.28,2.0,0.39
18685430,2,East Harlem,0,0,2009,484400,96600,1.0,5,0.57,2.0,0.04
18688191,4,Great Kills,0,0,2005,352800,70000,30.0,9,0.79,2.0,0.64
18688744,1,Williamsburg,2,0,2009,1362200,273000,10.0,3,0.22,5.0,0.22
18689848,3,Jamaica,0,2,2021,929600,186200,2.0,0,0.4166666666666667,5.0,0.51
18690400,1,Clinton Hill,1,2,2009,925400,184800,1.0,23,1.68,2.0,0.48
18690953,3,Flushing,2,2,2005,336000,67200,4.0,11,0.79,2.0,0.54
18691505,1,Cypress Hills,2,0,2019,541800,107800,1.0,22,1.61,3.0,0.65
18695371,1,Bedford-Stuyvesant,1,2,2022,830200,166600,4.0,25,2.26,4.0,0.32
18695923,3,South Ozone Park,2,0,2021,684600,137200,2.0,48,3.47,4.0,0.13
18698133,2,Harlem,2,0,2022,964600,193200,3.0,14,1.38,2.0,0.59
18700894,2,Upper West Side,1,0,2011,526400,105000,30.0,0,0.3333333333333333,4.0,0.45
18701446,1,Clinton Hill,1,0,2019,1360800,271600,7.0,2,0.14,5.0,0.66
18706417,0,Kingsbridge,0,0,2007,467600,93800,2.0,25,1.79,5.0,0.02
18708074,1,Brooklyn Heights,2,0,2015,1239000,247800,7.0,10,0.87,4.0,0.66
18708626,2,East Harlem,0,0,2017,116200,23800,2.0,33,2.63,2.0,0.17
18711940,1,Park Slope,2,0,2012,880600,176400,2.0,39,3.02,4.0,0.33
18713045,1,Downtown Brooklyn,0,2,2016,625800,124600,2.0,38,2.73,5.0,0.72
18713597,1,Bedford-Stuyvesant,2,0,2004,1153600,231000,2.0,39,2.88,4.0,0.35
18714149,3,Richmond Hill,2,0,2008,779800,155400,3.0,29,2.52,4.0,0.14
18714702,1,Prospect Heights,1,2,2006,844200,169400,1.0,42,3.01,4.0,0.55
18716911,2,Tribeca,0,0,2014,427000,85400,2.0,1,0.09,5.0,0.01
18717463,2,Washington Heights,2,2,2018,1164800,232400,30.0,2,0.17,2.0,0.15
18718568,1,Flatbush,0,0,2009,882000,176400,4.0,10,0.78,2.0,0.38
18719120,2,Upper West Side,2,0,2013,903000,180600,59.0,0,0.4166666666666667,5.0,0.02
18722986,2,Upper East Side,1,0,2003,684600,137200,30.0,4,0.29,3.0,0.44
18723538,2,Upper East Side,1,0,2010,1118600,224000,5.0,10,0.82,4.0,0.39
18724091,1,Bedford-Stuyvesant,0,0,2012,141400,28000,2.0,3,0.29,4.0,0.69
18726300,1,Park Slope,0,0,2008,225400,44800,1.0,40,2.97,3.0,0.08
18726852,2,East Village,1,0,2021,978600,196000,30.0,59,4.41,5.0,0.43
18727405,2,Harlem,1,2,2003,215600,43400,1.0,23,1.75,5.0,0.12
18732928,1,Williamsburg,2,2,2003,884800,176400,3.0,15,1.13,3.0,0.3
18736241,2,Hell's Kitchen,1,0,2014,407400,81200,30.0,4,0.35,4.0,0.06
18737898,2,Upper East Side,0,0,2019,936600,187600,3.0,10,0.86,5.0,0.07
18744526,2,Hell's Kitchen,1,0,2017,149800,29400,4.0,38,2.79,3.0,0.56
18745078,1,Bushwick,1,0,2014,763000,152600,2.0,53,3.99,4.0,0.67
18746183,1,Brighton Beach,0,2,2009,1159200,232400,1.0,3,0.22,2.0,0.32
18748392,2,Harlem,1,0,2017,435400,86800,2.0,50,3.69,4.0,0.18
18751153,1,Clinton Hill,0,0,2009,569800,113400,30.0,2,0.16,2.0,0.06
18752810,4,Arrochar,1,2,2008,644000,128800,4.0,10,0.73,3.0,0.07
18753915,1,Prospect-Lefferts Gardens,1,2,2016,278600,56000,31.0,3,0.27,5.0,0.34
18755020,2,Harlem,0,0,2019,1358000,271600,30.0,3,0.22,5.0,0.45
18758333,1,Bedford-Stuyvesant,0,0,2008,1149400,229600,30.0,1,0.09,5.0,0.48
18761647,2,Upper West Side,0,0,2011,352800,70000,3.0,23,1.8,5.0,0.22
18763304,3,Arverne,2,0,2007,201600,40600,2.0,32,2.35,4.0,0.14
18766618,3,Astoria,0,2,2011,1303400,260400,1.0,41,2.96,2.0,0.12
18767170,3,Astoria,0,2,2020,189000,37800,1.0,27,2.02,3.0,0.01
18767722,2,Upper West Side,2,0,2013,386400,77000,4.0,34,2.48,5.0,0.51
18768275,2,Upper East Side,2,0,2008,292600,58800,1.0,0,0.4166666666666667,5.0,0.53
18768827,1,Crown Heights,1,0,2009,970200,194600,5.0,2,0.15,4.0,0.0
18774902,1,East Flatbush,1,0,2013,386400,77000,2.0,4,0.31,4.0,0.71
18777664,1,Bedford-Stuyvesant,2,2,2010,170800,33600,1.0,42,3.19,4.0,0.71
18783739,2,Financial District,0,0,2021,904400,180600,29.0,0,0.3333333333333333,4.0,0.08
18785396,2,Financial District,0,0,2010,1104600,221200,29.0,1,0.12,5.0,0.18
18788710,2,Upper East Side,2,0,2016,970200,194600,1.0,81,6.12,4.0,0.38
18789262,1,Bedford-Stuyvesant,0,0,2016,1247400,249200,3.0,28,2.04,5.0,0.13
18789814,1,Bedford-Stuyvesant,1,0,2017,812000,162400,30.0,4,0.38,5.0,0.65
18790367,2,Financial District,1,0,2011,406000,81200,29.0,2,0.27,3.0,0.08
18792024,2,Chelsea,0,0,2011,945000,189000,2.0,44,3.37,3.0,0.63
18794785,3,Elmhurst,0,0,2020,602000,120400,2.0,36,2.65,5.0,0.64
18795890,1,Bedford-Stuyvesant,2,0,2017,194600,39200,3.0,4,0.29,3.0,0.02
18798651,1,Canarsie,1,2,2004,453600,91000,2.0,8,0.62,5.0,0.06
18799204,4,St. George,0,2,2020,991200,198800,3.0,4,0.3,3.0,0.65
18801413,2,Inwood,1,2,2016,263200,53200,1.0,30,2.2,5.0,0.26
18804727,1,Bedford-Stuyvesant,1,0,2006,526400,105000,30.0,2,0.21,5.0,0.26
18809697,1,Williamsburg,1,0,2013,816200,163800,2.0,19,1.52,4.0,0.41
18810802,1,Bedford-Stuyvesant,2,2,2017,385000,77000,2.0,34,2.46,3.0,0.08
18819639,1,East New York,2,0,2013,876400,175000,1.0,51,3.81,3.0,0.71
18821296,2,Upper East Side,0,0,2008,933800,186200,3.0,12,1.03,3.0,0.71
18821848,3,Astoria,1,2,2018,1219400,243600,30.0,1,0.08,2.0,0.15
18822400,1,Borough Park,2,2,2020,700000,140000,1.0,5,0.41,3.0,0.11
18822952,1,Borough Park,1,2,2007,308000,61600,1.0,20,1.52,3.0,0.52
18823505,2,Hell's Kitchen,2,0,2010,579600,116200,3.0,8,0.74,5.0,0.05
18826819,2,Upper West Side,0,0,2005,1316000,263200,30.0,0,0.3333333333333333,4.0,0.14
18829028,0,Pelham Gardens,0,0,2003,1247400,249200,2.0,41,3.18,4.0,0.7
18831789,2,Chelsea,2,0,2017,1104600,221200,29.0,2,0.15,4.0,0.08
18832894,2,Little Italy,1,3,2019,767200,154000,1.0,20,1.53,3.0,0.03
18836208,2,Chinatown,0,0,2004,971600,194600,15.0,0,0.25,3.0,0.41
